user0000002	D4EA-0000-0340-F722
user0009356	BD63-0000-0335-A7A9
user0009357	BD63-0000-0338-0C18
user0009358	1892-0000-0360-3F04
user0009359	1894-0000-035B-38A7
user0009360	1895-0000-035A-E105
user0009361	1897-0000-0353-C924
user0009362	ECA3-0000-0368-6899
user0009363	189B-0000-0324-42E3
user0009364	ECA9-0000-0330-0A68
user0009365	189D-0000-033E-FC73
user0009366	ECAD-0000-0330-26ED
user0009367	ECAE-0000-031B-8085
user0009368	189D-0000-0342-7DB3
user0009369	ECAE-0000-035B-B91B
user0009370	189D-0000-0345-9D60
user0009371	ECB3-0000-033D-794B
user0009372	189F-0000-0357-EC96
user0009373	ECB3-0000-035B-114C
user0009374	18A0-0000-030F-2D4B
user0009375	ECB4-0000-0347-A625
user0009376	18A2-0000-02FF-F2BA
user0009377	ECB5-0000-0360-9BC9
user0009378	ECB7-0000-0351-121A
user0009379	30DD-0000-033C-0190
user0009380	30DF-0000-0311-BFD7
user0009381	30DF-0000-0340-45C2
user0009382	30DF-0000-0353-626D
user0009383	5F88-0000-0356-9E1E
user0009384	5F8B-0000-0367-B4C8
user0009385	5F8C-0000-030A-9C7B
user0009386	5F8E-0000-02FF-B0FA
user0009387	5F8E-0000-02FF-CACD
user0009388	5F92-0000-030A-5DD9
user0009389	0076-0000-030E-F661
user0009390	0076-0000-0358-8CAA
user0009391	0078-0000-033E-A771
user0009392	007B-0000-034D-D566
user0009393	007C-0000-032C-8DC0
user0009394	0082-0000-030D-7141
user0009395	0082-0000-0310-EFD1
user0009396	0082-0000-031E-5BF2
user0009397	0082-0000-0323-EB30
user0009398	0083-0000-0353-6316
user0009399	0085-0000-0311-DEB4
user0009400	0086-0000-0335-8D60
user0009401	0087-0000-0355-F573
user0009402	008B-0000-033C-B015
user0009403	008F-0000-0330-33F4
user0009404	0092-0000-0342-B7DA
user0009405	0095-0000-0345-D76A
user0009406	0095-0000-035E-DD87
user0009407	763C-0000-0341-974C
user0009408	763F-0000-0356-7C8D
user0009409	7647-0000-02FF-D7A5
user0009410	7647-0000-0355-E516
user0009411	7648-0000-0348-9B15
user0009412	764C-0000-0336-412C
user0009413	764D-0000-0331-6AFD
user0009414	764D-0000-0367-39EB
user0009415	7650-0000-034E-37CF
user0009416	7654-0000-0302-BA1C
user0009417	7654-0000-031A-6D74
user0009418	765B-0000-032C-289E
user0009419	765B-0000-033A-DE42
user0009420	7665-0000-0344-6308
user0009421	7666-0000-0348-A85E
user0009422	D54A-0000-033D-7D99
user0009423	A5DB-0000-032B-63C3
user0009424	8E2C-0000-0365-7831
user0009425	D54A-0000-0349-94E1
user0009426	A5E2-0000-0333-BE86
user0009427	D54A-0000-0351-359F
user0009428	A5E4-0000-035B-3CA4
user0009429	8E32-0000-0310-3898
user0009430	D54B-0000-030E-ED14
user0009431	A5E8-0000-0367-B42E
user0009432	8E33-0000-0348-EA04
user0009433	A5ED-0000-0357-F39F
user0009434	8E34-0000-0341-F07B
user0009435	8E38-0000-035B-E44E
user0009436	A5F1-0000-0330-B0A4
user0009437	A5F1-0000-0346-046A
user0009438	8E3B-0000-0306-2E97
user0009439	A5F1-0000-0353-F6B8
user0009440	8E3B-0000-033F-C07B
user0009441	8E3E-0000-0347-9B7B
user0009442	A5F2-0000-0307-9792
user0009443	8E42-0000-0305-307A
user0009444	A5F2-0000-0347-C83A
user0009445	4841-0000-0325-0F55
user0009446	4842-0000-0315-DDAF
user0009447	BD69-0000-0332-0789
user0009448	4843-0000-035E-59ED
user0009449	BD6B-0000-0342-040C
user0009450	30E1-0000-0323-1095
user0009451	4843-0000-0363-BA6B
user0009452	D54D-0000-0344-678B
user0009453	BD6D-0000-035A-A431
user0009454	30E5-0000-032A-9ADE
user0009455	D54F-0000-0364-93D8
user0009456	4844-0000-031E-E703
user0009457	BD71-0000-033D-279D
user0009458	30E5-0000-0332-04FC
user0009459	D551-0000-032F-4BB2
user0009460	BD78-0000-033C-EE2A
user0009461	4847-0000-0310-7F74
user0009462	D552-0000-0308-16F3
user0009463	18A2-0000-031B-BE5C
user0009464	5F92-0000-0310-E95C
user0009465	BD7A-0000-0337-7F09
user0009466	30E6-0000-035D-A7C3
user0009467	4847-0000-0314-78D2
user0009468	D553-0000-0341-1B46
user0009469	18A2-0000-031F-0476
user0009470	30EC-0000-0340-C0B1
user0009471	BD7A-0000-034A-7C74
user0009472	4847-0000-0319-A58E
user0009473	5F98-0000-0301-1AFC
user0009474	D557-0000-031B-30CE
user0009475	ECB8-0000-0325-9475
user0009476	18A2-0000-0335-BFF1
user0009477	30EC-0000-0360-4C58
user0009478	5F9A-0000-0331-790C
user0009479	BD85-0000-0359-09D9
user0009480	4847-0000-0326-1DC4
user0009481	4848-0000-0323-7A7D
user0009482	4848-0000-034F-279E
user0009483	4849-0000-0309-523B
user0009484	484A-0000-0303-BBC9
user0009485	D55B-0000-032F-4E52
user0009486	D55B-0000-0353-6809
user0009487	D55D-0000-0321-3B6C
user0009488	D55F-0000-0302-C10F
user0009489	30F0-0000-0358-5DC7
user0009490	30F2-0000-0332-9D85
user0009491	30F3-0000-0311-B5E3
user0009492	30F4-0000-0351-438E
user0009493	18AA-0000-0310-8235
user0009494	8E42-0000-0341-AF6B
user0009495	8E42-0000-0343-56F6
user0009496	18AC-0000-0308-0A0C
user0009497	8E42-0000-034C-064C
user0009498	18B0-0000-0350-D364
user0009499	18B1-0000-030D-5804
user0009500	8E45-0000-036A-DA45
user0009501	18B4-0000-0354-A5F9
user0009502	8E4A-0000-0316-8899
user0009503	18B8-0000-0301-6B9B
user0009504	8E4D-0000-033B-4BCE
user0009505	18B8-0000-0343-6C20
user0009506	8E4D-0000-034A-C622
user0009507	8E50-0000-0316-6BB5
user0009508	5F9B-0000-034A-7A6D
user0009509	5F9D-0000-031E-1683
user0009510	5FA0-0000-0346-ACAE
user0009511	5FA2-0000-0313-539A
user0009512	5FA2-0000-0355-DBC7
user0009513	5FA6-0000-0365-86CD
user0009514	ECBB-0000-0337-3F04
user0009515	A5F3-0000-0323-6F3B
user0009516	A5F3-0000-0341-5782
user0008171	ECBB-0000-0345-28EF
user0008172	A5F4-0000-0341-F70B
user0008173	ECBD-0000-033E-B31A
user0008174	ECBE-0000-0348-C255
user0008175	A5F6-0000-0310-84B3
user0008176	ECBF-0000-0365-F6F9
user0008177	A5F7-0000-0359-BE76
user0008178	ECC0-0000-0332-CF90
user0008179	A5F8-0000-0321-2E02
user0008180	ECC3-0000-0352-3A44
user0008181	A5FA-0000-0324-CD6D
user0008182	ECC4-0000-0326-9D50
user0008183	A5FB-0000-0300-4DAA
user0008184	BD8A-0000-0310-EDC5
user0008185	BD8C-0000-033B-9FF0
user0008186	BD8F-0000-030F-C398
user0008187	D560-0000-0316-79C4
user0008188	484A-0000-0330-CA3E
user0008189	BD8F-0000-0326-E350
user0008190	D561-0000-0302-DC30
user0008191	484B-0000-0361-4B04
user0008192	BD90-0000-033B-6D92
user0008193	30FB-0000-0357-0EA7
user0008194	D562-0000-0316-A6A8
user0008195	4851-0000-032C-3A7C
user0008196	18BA-0000-0357-6800
user0008197	BD93-0000-0337-DDF8
user0008198	D564-0000-0314-038D
user0008199	30FD-0000-0306-FC3D
user0008200	4853-0000-0353-D4A7
user0008201	18BD-0000-0307-A146
user0008202	BD93-0000-0364-C264
user0008203	D565-0000-0318-6E24
user0008204	5FA9-0000-0301-E334
user0008205	8E51-0000-0306-B63F
user0008206	4855-0000-034B-95D1
user0008207	7668-0000-0325-7671
user0008208	30FD-0000-035E-F3BB
user0008209	BD95-0000-0360-CC1C
user0008210	A5FC-0000-034A-BD83
user0008211	18BF-0000-030D-EFD8
user0008212	009C-0000-0315-F239
user0008213	8E52-0000-0347-D060
user0008214	D565-0000-032F-5980
user0008215	4856-0000-034E-CB94
user0008216	ECC5-0000-0320-E09B
user0008217	BD98-0000-0339-1678
user0008218	A5FD-0000-0339-2762
user0008219	30FE-0000-0309-4FD0
user0008220	30FF-0000-0300-3FEE
user0008221	30FF-0000-030D-4B20
user0008222	3101-0000-0344-5970
user0008223	3102-0000-0333-1DEF
user0008224	3104-0000-0322-0102
user0008225	5FAA-0000-0307-9C13
user0008226	5FAA-0000-0323-128C
user0008227	5FAB-0000-0320-6684
user0008228	5FAB-0000-0334-1049
user0008229	5FAD-0000-0329-0FD2
user0008230	5FAE-0000-035E-F25E
user0008231	5FB0-0000-032C-9FF6
user0008232	5FB1-0000-0316-7BD1
user0008233	18C5-0000-0323-7BA9
user0008234	18C7-0000-034E-33B9
user0008235	18C9-0000-031E-017D
user0008236	18C9-0000-034C-EE61
user0008237	18CB-0000-0359-C54C
user0008238	18D6-0000-0344-D2F9
user0008239	18D7-0000-0310-15EB
user0008240	009F-0000-030E-FC5D
user0008241	009F-0000-031C-5185
user0008242	00A0-0000-035F-C411
user0008243	00A2-0000-033F-919F
user0008244	00A3-0000-033E-3AAF
user0008245	00A8-0000-0326-9F81
user0008246	00AA-0000-0356-8285
user0008247	00AA-0000-035E-6BFE
user0008248	00AF-0000-0350-87A9
user0008249	00B1-0000-030E-C5DD
user0008250	00B1-0000-0355-F631
user0008251	00B4-0000-0327-E0BD
user0008252	00B5-0000-0367-9920
user0008253	D566-0000-030D-224B
user0008254	D568-0000-0308-FEC1
user0008255	D569-0000-0337-77CE
user0008256	D56B-0000-0339-7118
user0008257	7668-0000-0327-229C
user0008258	766C-0000-0346-F5D2
user0008259	766D-0000-0345-32B8
user0008260	ECC6-0000-0322-86A8
user0008261	8E53-0000-0328-7261
user0008262	8E53-0000-0331-AE33
user0008263	ECC7-0000-0312-6B04
user0008264	8E53-0000-0349-F3F8
user0008265	ECC8-0000-033C-3DB1
user0008266	8E54-0000-030F-62E4
user0008267	ECC8-0000-0351-CEF1
user0008268	8E54-0000-033E-1CC5
user0008269	ECC9-0000-034A-60FF
user0008270	8E54-0000-034A-C125
user0008271	8E57-0000-035C-B444
user0008272	ECC9-0000-0368-77EC
user0008273	8E58-0000-035F-D08C
user0008274	ECCF-0000-0329-D112
user0008275	8E59-0000-0364-2FD5
user0008276	ECCF-0000-032C-4FD5
user0008277	8E5A-0000-0309-C7EB
user0008278	ECD1-0000-0342-F685
user0008279	BD99-0000-035C-4814
user0008280	BD9D-0000-034F-37F9
user0008281	485D-0000-0307-79AF
user0008282	A5FD-0000-034B-B2C2
user0008283	485F-0000-035F-B382
user0008284	A600-0000-032E-A534
user0008285	BD9E-0000-034D-D33F
user0008286	A601-0000-0337-C4C9
user0008287	4860-0000-0317-C5C8
user0008288	BD9E-0000-0367-5BD0
user0008289	7670-0000-02FF-CCAB
user0008290	A605-0000-0356-9F37
user0008291	BDA0-0000-035C-D644
user0008292	4860-0000-0346-E2C3
user0008293	7670-0000-0346-EAA0
user0008294	A608-0000-0348-7B73
user0008295	D56C-0000-034C-FA7F
user0008296	BDA2-0000-0314-0C1E
user0008297	4862-0000-032E-B538
user0008298	7671-0000-034B-3479
user0008299	D56C-0000-0356-B108
user0008300	A609-0000-0304-9742
user0008301	BDA2-0000-0329-735D
user0008302	3109-0000-031A-67B1
user0008303	4862-0000-0341-9446
user0008304	A60E-0000-0344-D191
user0008305	D56E-0000-0343-7B69
user0008306	7672-0000-02FF-12DB
user0008307	310E-0000-0318-FB9C
user0008308	BDA4-0000-0314-CD5F
user0008309	D571-0000-035E-F0DC
user0008310	7673-0000-0312-6DBD
user0008311	BDA6-0000-0316-577C
user0008312	310E-0000-0341-728E
user0008313	D574-0000-0340-796E
user0008314	7674-0000-032E-C2E5
user0008315	4862-0000-0347-B1F5
user0008316	A60F-0000-0329-B6B5
user0008317	310F-0000-0345-97A2
user0008318	310F-0000-035E-3D55
user0008319	3112-0000-0313-9420
user0008320	3112-0000-031E-A0F0
user0008321	BDA6-0000-032C-4959
user0008322	BDA9-0000-030B-C341
user0008323	BDAE-0000-0321-A9E5
user0008324	D576-0000-0322-5746
user0008325	D576-0000-0345-FE46
user0008326	D578-0000-031B-24E1
user0008327	D578-0000-0343-545D
user0008328	7675-0000-034B-6E84
user0008329	767B-0000-035C-E710
user0008330	767C-0000-035F-53B0
user0008331	767C-0000-035F-EB9C
user0008332	4862-0000-035D-9DCB
user0008333	18DB-0000-0324-6DD3
user0008334	4867-0000-0331-68E8
user0008335	18DF-0000-0337-841A
user0008336	4867-0000-033C-5C75
user0008337	18E1-0000-0341-C753
user0008338	18EB-0000-0341-BC36
user0008339	4869-0000-0308-F9B4
user0008340	A611-0000-035D-22EF
user0008341	5FB2-0000-0329-08AB
user0008342	A612-0000-034B-6EBC
user0008343	5FB2-0000-033B-AB1F
user0008344	ECD2-0000-030C-087F
user0008345	8E5F-0000-031E-D5D9
user0008346	A61A-0000-033A-030B
user0008347	5FB2-0000-0363-F3F6
user0008348	ECD2-0000-0356-315D
user0008349	8E69-0000-0308-91B8
user0008350	A61C-0000-035A-8408
user0008351	ECD3-0000-0329-E417
user0008352	BDAE-0000-0326-0451
user0008353	8E6A-0000-0338-3902
user0008354	5FB4-0000-0319-CCB7
user0008355	767E-0000-032B-A66A
user0008356	EC87-0000-0366-5467
user0008357	5FB4-0000-032C-8F21
user0008358	5FB5-0000-030F-3B49
user0008359	7680-0000-0305-208C
user0008360	ECD7-0000-0321-3722
user0008361	BDAE-0000-0358-0823
user0008362	5FB9-0000-0350-FB70
user0008363	7684-0000-034E-CEDA
user0008364	D57B-0000-030E-CE7E
user0008365	ECDA-0000-032F-C893
user0008366	BDAF-0000-0315-CB14
user0008367	A622-0000-0358-3127
user0008368	5FBD-0000-0356-FE49
user0008369	7685-0000-035C-B00E
user0008370	486B-0000-033E-5EB9
user0008371	ECDA-0000-0365-B994
user0008372	BDB0-0000-035C-56DA
user0008373	D57C-0000-0308-DFB6
user0008374	A623-0000-030C-E347
user0008375	5FC4-0000-0325-AD51
user0008376	18EC-0000-030E-18C4
user0008377	5FC4-0000-0356-888D
user0008378	18EE-0000-0342-1030
user0008379	18F0-0000-0304-51B6
user0008380	18F7-0000-0324-4AEB
user0008381	18F7-0000-033F-9D12
user0008382	18F8-0000-0355-1D24
user0008383	7687-0000-0310-1C00
user0008384	7687-0000-0345-8097
user0008385	768D-0000-033C-09ED
user0008386	7690-0000-0347-C68A
user0008387	7691-0000-0329-5421
user0008388	ECDB-0000-0322-F5F2
user0008389	ECDB-0000-0361-18CF
user0008390	ECDB-0000-0364-0591
user0008391	ECDD-0000-0325-B4DB
user0008392	D57C-0000-0343-66C1
user0008393	D57D-0000-0343-E652
user0008394	D57E-0000-0313-ADCF
user0008395	D582-0000-0336-3BD8
user0008396	D582-0000-0349-94BC
user0008397	D584-0000-0313-2620
user0008398	D585-0000-034F-81F9
user0008399	D586-0000-0313-9ACB
user0008400	4877-0000-033F-30DF
user0008401	3112-0000-0333-BC45
user0008402	3114-0000-035B-04A1
user0008403	3115-0000-034A-1784
user0008404	A624-0000-0353-55A6
user0008405	8E6B-0000-033C-5943
user0008406	A625-0000-032B-099B
user0008407	8E6B-0000-033D-EF9A
user0008408	A627-0000-0317-B363
user0008409	8E70-0000-0320-1682
user0008410	A629-0000-0313-37A9
user0008411	8E71-0000-032B-B9CB
user0008412	A629-0000-035A-7D0D
user0008413	8E74-0000-033C-5CCE
user0008414	8E76-0000-0305-8C23
user0008415	BDB3-0000-033F-4C5D
user0008416	4877-0000-0343-D8BF
user0008417	487A-0000-0305-7AEC
user0008418	BDB9-0000-033E-8314
user0008419	5FC6-0000-032D-8A1A
user0008420	487A-0000-035A-2371
user0008421	BDBB-0000-0351-0B54
user0008422	3116-0000-031B-0F82
user0008423	5FC6-0000-033D-93C8
user0008424	ECDD-0000-032B-CAB0
user0008425	487D-0000-033A-624C
user0008426	BDBC-0000-0378-FB00
user0008427	3117-0000-0337-5DB7
user0008428	5FC8-0000-035E-FB25
user0008429	ECDF-0000-035E-874E
user0008430	BDC0-0000-034C-2B54
user0008431	487E-0000-0323-F4CE
user0008432	A62B-0000-033B-5258
user0008433	7691-0000-033E-A2C1
user0008434	18F8-0000-035E-855A
user0008435	3118-0000-0310-8751
user0008436	4881-0000-0308-2B17
user0008437	5FCC-0000-0317-C61B
user0008438	ECE2-0000-0303-7B8A
user0008439	BDC2-0000-0312-8990
user0008440	A62E-0000-0306-2047
user0008441	7692-0000-0367-5DCC
user0008442	5FCD-0000-0337-74B3
user0008443	ECE3-0000-0362-93D6
user0008444	311F-0000-030A-5CC2
user0008445	4883-0000-035B-A58B
user0008446	18F9-0000-033D-4F33
user0008447	A62F-0000-0330-182E
user0008448	769A-0000-033A-5BB3
user0008449	5FCE-0000-035A-4E87
user0008450	BDC9-0000-031B-2D5A
user0008451	BDC9-0000-0323-65F2
user0008452	BDCC-0000-0354-F472
user0008453	BDCE-0000-035B-90AE
user0008454	BDCF-0000-0323-18E2
user0008455	BDD1-0000-0345-3CB7
user0008456	BDD3-0000-035A-32ED
user0008457	BDD4-0000-034B-2B8D
user0008458	BDD5-0000-0315-C169
user0008459	3121-0000-030E-C8A6
user0008460	3122-0000-031F-7FED
user0008461	3122-0000-0358-6682
user0008462	3124-0000-0325-75DF
user0008463	312A-0000-034D-5EF7
user0008464	ECE6-0000-0331-99C6
user0008465	8E7A-0000-0335-D949
user0008466	ECE6-0000-0362-AD49
user0008467	8E7C-0000-0343-CA98
user0008468	ECE8-0000-033E-A4AD
user0008469	8E7F-0000-0352-F2F8
user0008470	8E81-0000-0335-1AE7
user0008471	ECE9-0000-031A-7A8B
user0008472	8E82-0000-0320-8F66
user0008473	ECEA-0000-0351-6D59
user0008474	8E82-0000-0335-A13B
user0008475	ECEA-0000-0352-2307
user0008476	8E84-0000-034F-ABBC
user0008477	8E86-0000-0307-7BAA
user0008478	8E88-0000-030F-4C30
user0008479	8E88-0000-0330-00B5
user0008480	A631-0000-0334-9D1F
user0008481	D58A-0000-0325-B42D
user0008482	A632-0000-0348-4D25
user0008483	D592-0000-031E-DE6B
user0008484	A633-0000-034A-86C1
user0008485	D593-0000-0358-9407
user0008486	A638-0000-0356-9239
user0008487	D595-0000-0321-D0AB
user0008488	A63A-0000-034B-0BEC
user0008489	D596-0000-034C-9D36
user0008490	A63D-0000-0306-DA96
user0008491	D597-0000-0306-A530
user0008492	A640-0000-033E-F55E
user0008493	D59C-0000-031D-87D8
user0008494	D59E-0000-031B-244E
user0008495	D59E-0000-032E-2D36
user0008496	D5A1-0000-0337-D51A
user0008497	769D-0000-031F-0911
user0008498	769E-0000-0300-7841
user0008499	769E-0000-031F-96B7
user0008500	769E-0000-0359-96AE
user0008501	769F-0000-0369-58B4
user0008502	76A2-0000-0332-48F2
user0008503	76A6-0000-0357-46BC
user0008504	18FC-0000-034D-CBB9
user0008505	18FD-0000-0325-7D5E
user0008506	18FD-0000-036A-F167
user0008507	18FE-0000-034F-0D81
user0008508	1901-0000-0332-F653
user0008509	1903-0000-0302-9D69
user0008510	1905-0000-0343-DFA0
user0008511	1906-0000-0346-2C05
user0008512	4887-0000-0314-137E
user0008513	4888-0000-031D-794C
user0008514	5FD2-0000-031E-A46E
user0008515	5FD3-0000-030D-ED9A
user0008516	5FD9-0000-0303-BC54
user0008517	4888-0000-0351-0C60
user0008518	5FDB-0000-0321-BBED
user0008519	488A-0000-0338-BBF4
user0008520	5FDC-0000-0347-38D6
user0008521	488A-0000-0339-3216
user0008522	312A-0000-0350-FE13
user0008523	ECEF-0000-033E-B639
user0008524	488A-0000-035D-6E59
user0008525	5FDD-0000-0353-9F69
user0008526	312E-0000-033F-8A4B
user0008527	ECEF-0000-034B-3DF8
user0008528	A640-0000-0353-08DC
user0008529	488B-0000-033F-B0A4
user0008530	3131-0000-0350-A159
user0008531	5FE2-0000-0324-E17C
user0008532	A640-0000-0356-C54E
user0008533	ECF6-0000-0344-7836
user0008534	3133-0000-032D-5DE6
user0008535	488F-0000-0307-C95B
user0008536	5FE2-0000-0343-B7AC
user0008537	190C-0000-0321-558B
user0008538	BDD5-0000-0366-6102
user0008539	ECF7-0000-0366-79E5
user0008540	A641-0000-0345-AD96
user0008541	76A9-0000-0357-F64E
user0008542	3134-0000-0324-E7B1
user0008543	4891-0000-0311-C9DB
user0008544	BDD6-0000-0349-538C
user0008545	190C-0000-0333-95B3
user0008546	5FE7-0000-0342-1F40
user0008547	8E88-0000-0331-3DBB
user0008548	ECF9-0000-034C-FF3C
user0008549	A642-0000-0348-1F9E
user0008550	76AA-0000-0345-97CD
user0008551	76AB-0000-0304-AAAA
user0008552	76AB-0000-030E-5EB1
user0008553	76AE-0000-0300-85AA
user0008554	76AE-0000-033F-8804
user0008555	76AE-0000-0352-ABED
user0008556	76AF-0000-0329-790A
user0008557	76B5-0000-032C-299F
user0008558	76BA-0000-031F-8262
user0008559	4894-0000-0326-DB3A
user0008560	4894-0000-0354-17A1
user0008561	190C-0000-0350-FA57
user0008562	190E-0000-0348-92F5
user0008563	190F-0000-0340-09BD
user0008564	1910-0000-0353-4C61
user0008565	1911-0000-030E-074F
user0008566	1914-0000-034D-FE3A
user0008567	1914-0000-035E-EE08
user0008568	1916-0000-035E-D693
user0008569	BDD7-0000-0355-8A4A
user0008570	BDD8-0000-0303-9253
user0008571	BDD8-0000-0325-BC23
user0008572	BDD8-0000-0358-94FD
user0008573	BDD9-0000-0348-0EC8
user0008574	BDE1-0000-0301-01C6
user0008575	BDE4-0000-031A-FC05
user0008576	8E88-0000-0357-D62C
user0008577	8E89-0000-032B-AB00
user0008578	8E8A-0000-0379-4C76
user0008579	8E8E-0000-0365-62B2
user0008580	8E90-0000-034B-5A36
user0008581	8E91-0000-0348-0E29
user0008582	8E95-0000-0323-2336
user0008583	8E96-0000-0339-AFDA
user0008584	8E98-0000-0328-6997
user0008585	A644-0000-033F-6787
user0008586	A644-0000-0349-6951
user0008587	A647-0000-0320-9979
user0008588	A64C-0000-0340-1F49
user0008589	A64C-0000-035B-52D3
user0008590	A64F-0000-0357-1AA7
user0008591	ECFA-0000-0308-FE19
user0008592	ECFA-0000-0310-71B8
user0008593	ECFA-0000-0334-1C92
user0008594	ECFB-0000-034E-560A
user0008595	ECFE-0000-0336-4F2D
user0008596	5FE8-0000-02FE-E5EB
user0008597	5FE9-0000-033D-FFD6
user0008598	5FEB-0000-0330-1327
user0008599	5FEB-0000-0342-FEA3
user0008600	5FEC-0000-0310-0191
user0008601	313A-0000-0303-8191
user0008602	D5A7-0000-0301-67B4
user0008603	313C-0000-02FF-DC01
user0008604	D5A8-0000-02FF-C72C
user0008605	313C-0000-0342-4E95
user0008606	4895-0000-033E-EFA8
user0008607	D5A8-0000-0329-7A66
user0008608	4896-0000-0348-AD26
user0008609	313E-0000-0333-8B5C
user0008610	D5AA-0000-0320-F305
user0008611	4896-0000-0364-F516
user0008612	313F-0000-0343-1CCD
user0008613	D5AE-0000-0340-27C2
user0008614	3144-0000-0343-A99B
user0008615	5FEC-0000-0322-2ACB
user0008616	4899-0000-0331-39D4
user0008617	D5B8-0000-031D-BFC2
user0008618	A650-0000-030C-D248
user0008619	3149-0000-035B-3265
user0008620	ED01-0000-0339-B058
user0008621	489A-0000-034D-C991
user0008622	5FEC-0000-0345-2AB4
user0008623	D5B8-0000-0341-9C63
user0008624	A651-0000-0346-ED66
user0008625	1917-0000-0338-2F11
user0008626	ED04-0000-034A-CF16
user0008627	314A-0000-030F-4D45
user0008628	5FED-0000-0306-DF2D
user0008629	489B-0000-0341-5D7E
user0008630	1918-0000-034B-3D65
user0008631	BDE6-0000-0342-807E
user0008632	D5BA-0000-0307-D1B4
user0008633	A651-0000-0347-BD0A
user0008634	ED0A-0000-0310-E7DB
user0008635	76BA-0000-0331-0504
user0008636	314B-0000-033B-672A
user0008637	8E9A-0000-031B-D324
user0008638	314B-0000-0365-EDE0
user0008639	8E9B-0000-0367-38E1
user0008640	314C-0000-033A-77F4
user0008641	8E9C-0000-02FF-918A
user0008642	314E-0000-034E-B52F
user0008643	8E9E-0000-030F-3542
user0008644	314F-0000-0355-1B9A
user0008645	8E9E-0000-0332-528A
user0008646	3151-0000-032C-A0EA
user0008647	8EA0-0000-0359-005E
user0008648	8EA1-0000-0352-E416
user0008649	8EA5-0000-0338-5320
user0008650	8EA6-0000-032D-7669
user0008651	8EA7-0000-0344-3235
user0008652	489C-0000-0319-17EB
user0008653	489E-0000-0361-9A2B
user0008654	48A1-0000-0323-94AE
user0008655	BDE7-0000-0312-65F4
user0008656	BDEA-0000-0307-1DAF
user0008657	BDED-0000-031D-6F49
user0008658	BDF0-0000-030C-38D1
user0008659	BDF1-0000-0300-A0D0
user0008660	BDF2-0000-034C-9B9B
user0008661	BDF3-0000-033C-9D3C
user0008662	BDFB-0000-034E-C1D3
user0008663	BDFE-0000-0302-856E
user0008664	5FF2-0000-0300-A3F1
user0008665	5FF2-0000-0302-ACD7
user0008666	5FF2-0000-033B-A429
user0008667	5FF2-0000-0356-6651
user0008668	5FF3-0000-0300-1D8C
user0008669	5FF3-0000-0320-8088
user0008670	A652-0000-034E-E7E6
user0008671	A653-0000-0345-C960
user0008672	A65B-0000-0347-BA75
user0008673	A663-0000-033E-4DBB
user0008674	A664-0000-0346-BED2
user0008675	A666-0000-0326-8E17
user0008676	A669-0000-0336-5844
user0008677	D5BC-0000-0300-3473
user0008678	ED0C-0000-0340-274D
user0008679	ED0E-0000-0304-9109
user0008680	ED0F-0000-034D-C962
user0008681	ED0F-0000-0357-D7E9
user0008682	ED10-0000-0304-0263
user0008683	ED10-0000-0334-637C
user0008684	ED10-0000-034D-4D2F
user0008685	76BA-0000-0335-AC29
user0008686	76C0-0000-0322-F857
user0008687	76C2-0000-0349-18BF
user0008688	76C3-0000-0325-DBB9
user0008689	76C5-0000-0310-1E0E
user0008690	76C6-0000-0301-EAD8
user0008691	76C7-0000-0301-D336
user0008692	76C7-0000-032F-AA9E
user0008693	191C-0000-0306-CD79
user0008694	D5BD-0000-033F-DA54
user0008695	191C-0000-033A-604D
user0008696	D5BE-0000-0339-C525
user0008697	191D-0000-0355-75E0
user0008698	D5BE-0000-0356-8AA8
user0008699	48A5-0000-0314-2ED9
user0008700	1921-0000-0332-9A07
user0008701	D5C0-0000-0314-892A
user0008702	48A5-0000-032B-899A
user0008703	1922-0000-0310-2ECF
user0008704	D5C0-0000-0339-AE32
user0008705	48A7-0000-0316-5767
user0008706	3152-0000-0330-116F
user0008707	1923-0000-034F-43C0
user0008708	D5C1-0000-031A-6189
user0008709	48A7-0000-0320-FC98
user0008710	5FF4-0000-0321-D1B9
user0008711	3154-0000-0358-9736
user0008712	1929-0000-0321-D677
user0008713	5FF4-0000-032D-1E7A
user0008714	48A7-0000-0336-189C
user0008715	ED11-0000-0359-67F9
user0008716	A66A-0000-0309-B169
user0008717	D5C1-0000-0353-E782
user0008718	192B-0000-033F-BAA8
user0008719	5FF4-0000-033D-F560
user0008720	3155-0000-0300-4537
user0008721	ED15-0000-0356-4D7C
user0008722	48AA-0000-030F-A310
user0008723	A66A-0000-0354-5328
user0008724	D5C5-0000-0330-73A5
user0008725	BDFE-0000-0341-702D
user0008726	5FF5-0000-0365-0E88
user0008727	192B-0000-0347-5CAF
user0008728	76CC-0000-0304-33DA
user0008729	76CC-0000-0342-64B7
user0008730	76CE-0000-031C-E3AE
user0008731	76CE-0000-0362-95EB
user0008732	76D0-0000-032F-927C
user0008733	76D1-0000-032E-6AF3
user0008734	76D2-0000-033E-63CE
user0008735	76D4-0000-0333-0891
user0008736	76D7-0000-0347-BFCC
user0008737	76D8-0000-0305-72B8
user0008738	3156-0000-0332-3DA9
user0008739	3156-0000-0366-7FCC
user0008740	3157-0000-0358-B5CB
user0008741	315A-0000-0317-EE1A
user0008742	315A-0000-0361-ED9D
user0008743	315C-0000-0320-8F15
user0008744	A66E-0000-0343-B63D
user0008745	A678-0000-0339-2E40
